longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-115.4799,38.0672,28,6543,802,4054,1432,12.4698,INLAND,500000
-119.7026,38.0109,17,2463,331,371,98,11.8431,<1H OCEAN,500000
-119.0806,41.8624,46,10361,2319,5314,2196,14.1278,NEAR OCEAN,500000
-119.354,39.6633,50,411,118,196,83,2.9824,INLAND,330007
-117.5346,36.7076,2,8899,2456,4593,1735,6.2602,INLAND,379610
-122.9228,39.1995,36,6359,1887,2083,707,4.95,NEAR OCEAN,487321
-124.0437,36.2088,50,14009,3012,7848,3001,13.0522,INLAND,500000
-121.203,34.7014,7,7227,1892,1245,487,7.837,INLAND,494585
-117.1482,38.1604,13,531,144,280,120,1.3759,INLAND,245911
-122.2871,41.2749,15,7060,1670,2001,882,10.9115,INLAND,500000
-117.4675,41.2839,25,8244,1491,3202,1129,6.4418,<1H OCEAN,381497
-114.4375,35.7639,23,8369,1712,4697,1924,8.4361,NEAR OCEAN,500000
-123.3903,37.5102,22,8942,2453,2554,1131,13.513,<1H OCEAN,500000
-117.476,34.5394,26,5920,1028,1436,402,4.5943,INLAND,365757
-119.8149,41.9089,33,9333,2671,4579,1161,4.3637,NEAR BAY,500000
-115.4776,41.7725,11,14791,2386,6163,2611,4.6847,<1H OCEAN,443020
-122.5395,38.6554,10,927,236,377,108,5.7335,<1H OCEAN,427588
-117.2714,40.1115,25,5175,1208,1440,372,2.503,<1H OCEAN,338460
-115.7845,39.2719,37,11254,2868,1884,531,10.7611,INLAND,494164
-114.696,38.1257,48,3443,684,1222,399,3.9036,NEAR BAY,437099
-117.3672,33.0515,43,848,244,172,50,13.966,INLAND,500000
-119.2689,36.8248,38,5295,1238,3192,992,4.0196,<1H OCEAN,405601
-118.0356,38.893,41,14009,2408,2390,1063,4.579,INLAND,426387
-115.4698,38.9188,45,6814,1600,2492,974,5.1583,INLAND,414386
-118.5184,36.0574,24,11129,1910,1960,769,11.7595,INLAND,500000
-124.0394,41.4019,40,14100,2437,2788,749,6.9865,INLAND,413549
-114.8357,34.1232,46,11139,2137,5340,2116,12.4707,<1H OCEAN,500000
-117.303,37.2534,33,7335,2005,3473,1381,11.988,NEAR OCEAN,500000
-117.436,39.0443,17,1209,253,201,76,14.0129,<1H OCEAN,500000
-122.1458,39.1031,24,1750,423,263,77,11.5925,<1H OCEAN,500000
-117.6162,38.6472,37,9195,1752,1741,582,1.7268,NEAR OCEAN,349386
-120.3247,35.1377,2,12472,2088,6628,2778,12.7219,INLAND,500000
-117.6944,34.0183,32,7692,2244,3402,1306,14.133,<1H OCEAN,500000
-123.2606,38.5278,24,12701,2904,2147,851,14.9116,NEAR BAY,500000
-117.6268,38.1834,9,12656,3646,4987,1832,2.7537,INLAND,330529
-114.136,34.2359,4,3601,563,1822,619,9.5858,<1H OCEAN,500000
-123.8573,39.1783,17,7647,1119,4469,1795,3.7924,INLAND,319439
-114.3633,36.8286,17,13465,3690,8308,2189,4.6751,NEAR OCEAN,454152
-120.1914,38.8269,50,5624,1364,1764,678,11.4382,INLAND,500000
-115.4509,40.4213,48,4441,682,967,434,14.6873,<1H OCEAN,500000
-116.354,34.1454,30,14286,2406,3835,1557,9.328,INLAND,500000
-118.5551,32.73,40,13003,3434,6996,2155,12.9082,INLAND,500000
-116.803,39.8736,11,3361,677,2136,652,1.1244,NEAR OCEAN,321894
-115.3716,38.2812,21,12940,3114,4958,1901,1.5128,<1H OCEAN,332807
-120.2197,39.1266,21,4355,772,1318,565,9.3541,INLAND,451631
-121.0077,40.4287,18,7678,1448,2799,1023,6.4458,<1H OCEAN,485137
-117.5272,40.0964,29,8919,2660,2697,958,13.4566,INLAND,500000
-116.0938,41.5826,24,11690,1923,3252,917,5.2277,NEAR BAY,500000
-116.5594,37.5878,10,9415,1988,4207,1653,7.0487,<1H OCEAN,466175
-116.1963,37.1419,45,6817,1854,1076,420,8.3907,<1H OCEAN,500000
-119.8983,36.3277,17,5860,955,1639,726,4.8225,INLAND,381018
-115.9917,33.9947,18,12126,2361,5828,1806,13.7189,INLAND,500000
-123.1215,37.9325,42,13590,3135,2256,905,7.5035,<1H OCEAN,500000
-118.7853,35.1539,48,8824,1823,1690,569,6.9382,INLAND,458037
-124.2911,41.2103,20,1376,278,408,147,12.8965,NEAR OCEAN,500000
-121.0327,38.032,37,8156,1510,4803,1985,5.3677,INLAND,399721
-120.6048,38.1227,45,8792,1983,4681,1378,12.4445,INLAND,500000
-120.3011,35.8863,18,10496,2439,1690,538,2.7118,INLAND,267169
-117.2423,33.0387,17,11442,2718,4586,1855,3.559,NEAR BAY,442173
-120.3789,32.8484,9,2433,322,699,254,14.3118,<1H OCEAN,500000
-119.7644,36.5294,14,10837,2531,5140,1380,12.7943,<1H OCEAN,500000
-121.9223,33.3449,49,4900,1428,2502,840,6.4306,INLAND,499989
-120.5354,38.2544,29,11227,2440,6527,2397,9.9384,INLAND,499346
-122.0273,40.8311,31,14693,3654,5696,2460,14.2016,NEAR OCEAN,500000
-123.6019,40.8494,4,6106,1344,3951,1136,3.966,<1H OCEAN,369292
-118.1828,38.745,18,8060,2207,5158,2120,1.8261,NEAR OCEAN,350599
-117.5209,34.5356,20,7726,2219,4566,1260,8.5246,NEAR OCEAN,500000
-118.0188,40.6622,47,5759,882,2519,751,2.9964,INLAND,283713
-119.6131,40.8793,43,6932,1376,2419,722,3.6225,NEAR OCEAN,471792
-120.4686,34.3985,44,2713,517,901,383,13.4815,<1H OCEAN,500000
-115.5267,39.4818,9,8030,1549,1253,363,1.1036,<1H OCEAN,288944
-119.045,35.2433,13,14981,2136,4113,1675,12.4355,NEAR OCEAN,500000
-119.4528,40.0948,15,10165,2708,5178,1772,8.2373,INLAND,437116
-124.0879,41.924,27,7144,903,3227,1451,8.8301,<1H OCEAN,493367
-120.8624,32.8322,15,8110,1744,4932,2060,10.4048,INLAND,491570
-120.4644,40.9852,28,5849,1398,1023,407,7.0402,NEAR OCEAN,500000
-120.274,38.4027,37,1296,203,295,125,2.6186,INLAND,289001
-118.4206,41.6998,19,9320,2638,5075,1912,2.4395,<1H OCEAN,333296
-118.8966,36.9211,26,2151,582,708,296,11.5611,INLAND,500000
-118.1372,40.5154,52,10365,2122,2168,655,4.0945,NEAR OCEAN,420328
-116.5329,33.1365,26,14552,2823,9432,2542,1.3934,<1H OCEAN,325758
-116.0413,35.7016,25,9946,1617,5406,2017,14.7146,<1H OCEAN,500000
-117.0108,33.18,26,11170,2808,3958,1333,14.7255,INLAND,500000
-114.5845,41.7182,26,12813,1841,7196,2412,6.294,INLAND,407821
-124.1637,40.2296,46,9386,2275,4601,1634,1.3573,<1H OCEAN,320395
-122.3491,40.5639,28,7999,2172,4359,1404,11.1817,<1H OCEAN,500000
-124.2727,41.3669,49,9004,1450,5020,1883,12.6342,<1H OCEAN,500000
-117.7328,33.35,18,10985,3031,2113,541,2.7502,<1H OCEAN,331142
-115.1721,36.1746,32,795,100,366,162,2.8964,<1H OCEAN,321865
-121.8616,33.2177,3,13408,3811,2056,894,12.5111,INLAND,500000
-114.8757,34.5315,2,8075,1141,1386,605,13.9067,INLAND,500000
-123.7341,34.706,33,9233,2181,5558,1795,12.0706,INLAND,500000
-114.8001,36.9596,42,13713,2262,5674,2022,3.8104,INLAND,357187
-120.7564,35.0745,19,4639,1255,2402,1058,6.7613,<1H OCEAN,417019
-123.3135,33.4992,17,6172,1309,3513,1512,9.4118,INLAND,472382
-119.3844,34.1244,44,1058,152,661,269,3.2441,<1H OCEAN,381130
-121.7257,33.9344,33,5719,1274,3343,1108,3.9484,<1H OCEAN,427147
-121.4386,41.6969,12,7585,1467,2970,1077,4.9604,<1H OCEAN,398091
-121.2095,39.6873,49,8836,2112,2809,1147,8.1332,ISLAND,500000
-116.1431,41.647,3,10180,2837,2313,704,8.1513,<1H OCEAN,493372
-118.8398,36.6836,43,4517,874,1581,593,12.4001,NEAR BAY,500000
-121.1684,35.1667,49,3654,629,1217,505,11.5421,INLAND,500000
-118.1124,40.054,26,12344,1513,5305,2076,13.7923,INLAND,500000
-117.0309,35.6168,35,13079,2922,6313,2183,12.6606,NEAR OCEAN,500000
-121.5638,35.3642,8,1230,236,786,288,4.5543,<1H OCEAN,382217
-120.1235,34.7356,52,9687,1815,4980,2229,5.6382,<1H OCEAN,381743
-123.1043,33.769,36,8106,1239,3825,1416,8.0059,NEAR BAY,500000
-122.4987,34.9608,7,13505,2666,4288,1745,1.1998,INLAND,272456
-117.389,35.89,46,10455,3107,1748,691,13.6546,<1H OCEAN,500000
-122.4957,38.8855,46,1647,285,484,188,1.6208,<1H OCEAN,324605
-118.9828,33.1381,36,10437,2379,5575,2192,5.5142,NEAR BAY,500000
-117.1035,34.5288,16,13011,3379,3287,1120,8.9684,NEAR OCEAN,500000
-123.2577,40.1548,24,3050,777,1543,532,8.2498,INLAND,396284
-118.5521,33.9311,1,12216,2188,5373,1846,10.1624,<1H OCEAN,500000
-121.7279,35.7709,49,10460,2405,2467,633,8.3853,NEAR OCEAN,500000
-114.5089,40.6778,25,12153,3364,3412,1017,4.206,<1H OCEAN,411582
-119.4082,34.0063,10,8306,1019,3307,928,3.8151,INLAND,326387
-116.1128,33.3277,16,10667,2116,3831,1636,13.7015,INLAND,500000
-118.7267,37.1047,16,7351,1178,3964,1208,4.6955,INLAND,305679
-123.9063,35.3927,8,10200,1937,5275,1464,4.9337,INLAND,331672
-117.8792,37.846,29,9703,1890,4242,1162,6.7813,NEAR OCEAN,500000
-114.6267,40.1058,39,7152,1819,4013,1565,2.9521,NEAR OCEAN,405064
-118.2015,33.8392,28,4255,582,1835,460,8.1018,INLAND,422873
-115.9779,38.0086,6,5602,1189,3541,1219,10.3104,<1H OCEAN,500000
-115.3134,37.3018,16,10843,2402,2804,767,12.004,<1H OCEAN,500000
-122.019,33.9043,20,9481,1981,4807,2018,10.9604,<1H OCEAN,500000
-122.1829,38.4156,16,1872,471,627,276,3.0669,INLAND,241332
-118.1058,35.1222,7,12067,2281,3493,1543,7.3849,INLAND,420644
-120.1493,37.1356,41,4732,1372,1136,384,1.5402,<1H OCEAN,309133
-115.7666,33.3234,14,5124,1059,2184,827,1.2492,<1H OCEAN,316880
-115.1518,36.8701,43,12746,2840,3285,1215,7.1618,<1H OCEAN,500000
-120.738,35.4308,26,10395,2792,2600,832,4.5414,INLAND,324215
-121.9292,40.2804,26,6285,1065,4055,1373,10.5671,INLAND,500000
-116.373,33.0856,14,12590,1681,6935,1822,11.1394,INLAND,500000
-121.5415,36.4849,7,13480,3334,7065,2890,13.5357,INLAND,500000
-115.9429,36.8593,33,7934,1641,4340,1294,11.6496,INLAND,500000
-120.0194,39.3651,26,5064,1424,3212,1098,1.6754,INLAND,342316
-117.5276,37.9483,45,9516,2825,4155,1438,6.2027,<1H OCEAN,488902
-123.3736,38.8218,20,1421,272,369,133,4.8223,INLAND,376288
-117.9742,39.8543,3,3060,596,1778,735,6.4059,INLAND,327633
-119.7329,40.6547,52,10665,2062,5560,2159,3.2411,<1H OCEAN,384341
-118.3549,35.5004,4,11382,2030,4065,1555,2.3679,NEAR BAY,405512
-122.6329,37.6074,26,10902,2842,4216,1498,8.2938,INLAND,438090
-116.8192,40.447,11,8628,2214,3068,825,11.0853,INLAND,500000
-115.5322,41.8508,2,9536,1965,5864,1937,10.8268,INLAND,500000
-122.1349,40.9115,14,3453,442,1111,490,7.3132,<1H OCEAN,438114
-123.3718,36.0418,44,3982,699,2515,1129,8.3119,<1H OCEAN,500000
-124.1084,34.3846,30,7157,1235,4330,1715,8.2286,INLAND,394853
-117.7891,37.1503,49,966,256,449,132,10.682,<1H OCEAN,500000
-118.1455,39.5214,12,2881,391,1267,342,1.671,<1H OCEAN,299088
-118.7628,37.1801,26,7910,2096,2650,882,10.9385,NEAR BAY,500000
-121.9795,37.0919,44,7682,1847,1222,514,9.1508,INLAND,482446
-120.3549,40.4294,33,5286,1331,1130,445,3.7735,<1H OCEAN,443537
-118.2745,35.9472,13,8164,1614,4303,1836,1.6868,<1H OCEAN,369465
-119.273,40.6321,14,2865,694,1105,412,2.5194,INLAND,296637
-114.2548,36.374,24,10151,2330,2283,630,8.3457,<1H OCEAN,500000
-122.9556,35.6354,34,14808,3826,4175,1139,11.6177,<1H OCEAN,500000
-117.2456,36.8175,44,14767,2959,9213,2391,5.6852,INLAND,373790
-120.2179,39.717,26,11883,2437,3963,1440,6.3077,<1H OCEAN,445643
-119.9738,33.7344,21,11207,2643,6767,2020,14.078,INLAND,500000
-117.0162,34.3963,28,3713,517,1122,445,3.9822,INLAND,308326
-117.2733,41.4936,48,695,137,293,113,2.4525,<1H OCEAN,353171
-114.2194,34.1996,36,13535,3992,2168,679,5.8077,<1H OCEAN,482563
-123.0378,37.8866,40,11572,1466,4755,1356,11.4429,INLAND,500000
-123.286,37.9956,2,6022,1065,2821,763,9.7651,INLAND,472890
-116.9473,37.1525,42,12322,2175,3291,1308,6.8211,<1H OCEAN,500000
-118.4389,38.6106,9,2272,531,998,339,14.5065,<1H OCEAN,500000
-121.5481,34.7104,23,14823,2061,7019,2208,11.29,NEAR BAY,500000
-123.5383,37.745,15,7995,1863,3945,1662,1.8661,<1H OCEAN,258616
-123.4746,36.0484,13,8729,1196,4697,1731,11.4248,NEAR BAY,500000
-115.2114,38.7697,23,4149,568,1268,448,1.3365,<1H OCEAN,365948
-122.3891,33.8775,17,6233,1564,2704,1078,10.1045,<1H OCEAN,500000
-121.0451,37.9162,48,11500,2050,7369,3044,3.9468,INLAND,350681
-122.0336,34.2915,2,10209,3021,6115,2367,10.7502,<1H OCEAN,500000
-120.7219,35.1692,20,8528,1080,5341,1805,5.3369,<1H OCEAN,456184
-123.6405,34.6059,20,2755,551,945,307,13.2221,<1H OCEAN,500000
-119.0452,34.2687,46,6570,922,3570,1443,5.7168,NEAR BAY,500000
-123.659,40.3117,3,4615,845,2122,750,9.6757,INLAND,500000
-116.1704,35.2357,12,6159,1845,1178,460,5.003,INLAND,330412
-121.9615,41.265,40,9307,2605,5230,2238,13.8411,INLAND,500000
-118.8311,41.6673,2,13693,1762,6689,2897,11.9339,INLAND,500000
-115.3556,37.9198,36,6193,1371,1544,471,4.4062,INLAND,340441
-117.698,33.8942,14,14621,3459,2776,798,14.2832,<1H OCEAN,500000
-118.9032,36.0708,16,11930,1881,6782,2049,6.0002,<1H OCEAN,493557
-121.0353,40.0487,19,5221,762,989,395,10.1261,<1H OCEAN,500000
-120.9467,36.0035,34,10492,2967,2053,665,11.3999,<1H OCEAN,500000
-117.5078,33.368,44,3107,914,1130,321,1.3206,<1H OCEAN,253024
-114.1899,37.7838,46,3114,929,676,182,14.4255,<1H OCEAN,500000
-117.586,40.4941,6,13746,3603,8341,2631,5.8222,NEAR BAY,500000
-118.6495,40.0317,13,10374,2483,3995,1107,3.6569,NEAR BAY,452632
-116.8828,34.1962,36,4070,741,1768,497,12.9099,<1H OCEAN,500000
-119.5956,38.874,22,12920,1949,7933,3068,10.8406,<1H OCEAN,500000
-123.7353,34.6227,18,11959,1605,4964,1260,2.2144,<1H OCEAN,386206
-118.6033,34.6012,12,9390,2298,3068,839,2.6386,<1H OCEAN,419524
-114.5631,40.7663,52,10539,2753,5781,2421,11.0127,<1H OCEAN,500000
-122.5584,34.8969,30,5285,1420,1962,822,2.047,NEAR BAY,400802
-117.2982,35.0245,51,13086,3722,4046,1277,13.8405,<1H OCEAN,500000
-122.2965,32.5561,40,6746,1878,3451,923,11.3816,<1H OCEAN,500000
-118.8738,40.7343,7,595,178,327,127,5.6969,<1H OCEAN,379067
-123.362,40.0004,32,11990,1965,6544,2107,6.0811,NEAR BAY,500000
-119.7472,38.4469,48,12902,3320,8242,2135,8.0909,NEAR BAY,500000
-116.622,39.6025,19,1138,256,618,174,6.0536,INLAND,347762
-120.7978,33.9793,6,10028,1674,5364,1488,11.9686,INLAND,500000
-117.5546,36.8582,20,11116,3298,6433,2366,14.6463,<1H OCEAN,500000
-116.2205,35.8515,27,2710,763,406,174,9.1833,<1H OCEAN,500000
-114.8742,33.4315,43,4836,692,1601,654,7.2445,INLAND,466799
-121.952,37.1196,37,1849,230,959,344,4.1188,NEAR OCEAN,475894
-120.269,41.205,48,3890,948,1749,584,10.1481,<1H OCEAN,500000
-122.7923,32.9266,7,14433,3301,3446,1287,10.5981,<1H OCEAN,500000
-114.2068,35.2897,5,3635,1048,1097,371,10.5927,INLAND,424441
-114.8761,34.5009,11,3401,551,1082,323,1.3778,<1H OCEAN,299593
-118.8316,34.7886,15,4379,591,1900,733,13.5877,INLAND,500000
-115.7444,41.0893,3,12758,2126,7218,3065,5.7335,INLAND,406906
-119.0258,36.9498,5,10683,1318,6583,2136,11.4183,<1H OCEAN,500000
-117.977,36.9332,23,12875,1628,6759,2827,11.6373,INLAND,500000
-123.4391,39.6994,37,8605,2449,4917,1653,10.1078,NEAR BAY,500000
-116.6311,34.0022,9,3437,630,1323,436,6.5281,<1H OCEAN,403001
-123.0448,37.1303,15,4062,787,1400,357,9.5174,<1H OCEAN,466013
-115.9076,36.5919,3,258,31,89,34,1.5628,<1H OCEAN,289264
-116.3577,38.161,29,14113,2380,6464,2659,11.6665,INLAND,500000
-117.1066,41.9458,6,11322,2998,2401,918,2.3942,NEAR OCEAN,381454
-123.9804,39.7828,17,5138,1185,2259,633,6.5545,INLAND,465882
-121.252,36.2899,26,3171,810,1530,414,2.4507,<1H OCEAN,371411
-121.661,40.329,21,9919,1988,3664,1335,12.719,NEAR BAY,500000
-120.6694,34.1547,8,14217,2498,8908,2942,8.7042,INLAND,416860
-123.4543,32.8364,21,8514,1761,3866,1298,10.6734,INLAND,498401
-114.7743,34.4718,11,12111,2157,3148,1396,10.5562,<1H OCEAN,500000
-118.6901,35.7499,38,9828,2663,3829,1511,12.7825,<1H OCEAN,500000
-121.2275,37.3495,8,9554,1658,4659,1548,2.856,INLAND,344800
-120.2928,38.3322,42,11692,2791,3645,925,10.2362,INLAND,500000
-119.7796,41.1097,24,3545,512,672,172,9.0519,INLAND,441605
-118.2119,37.3426,35,2686,654,1186,458,1.4326,<1H OCEAN,348356
-119.0798,37.262,14,761,216,474,197,3.8199,INLAND,336729
-114.9538,33.0223,14,4181,959,1641,642,4.746,NEAR OCEAN,409554
-119.271,32.8782,10,6461,1426,3896,1290,2.0158,NEAR BAY,405154
-114.2101,37.7309,12,1937,567,1099,281,5.9661,<1H OCEAN,388490
-115.6484,36.6689,38,9296,2165,2079,921,1.3808,INLAND,277375
-122.219,40.4383,44,3754,625,1892,846,8.7446,INLAND,446384
-114.8393,34.0604,46,12882,2223,4737,1704,3.961,NEAR OCEAN,491029
-123.1607,32.7847,34,10118,2498,2783,735,5.018,NEAR OCEAN,444541
-115.9957,36.771,41,11315,2855,5583,1999,13.7466,NEAR BAY,500000
-120.46,34.7823,10,11923,2082,6215,2662,8.0394,NEAR BAY,500000
-115.3771,33.0164,17,12298,2240,2950,1138,4.7662,<1H OCEAN,500000
-115.4785,39.3612,17,14204,4238,8624,3397,9.3785,INLAND,485702
-116.1134,33.599,3,9326,1290,4901,1308,3.8234,INLAND,292087
-116.2759,38.2682,31,13589,2620,8380,2273,2.0415,<1H OCEAN,358842
-121.2362,35.1919,51,7295,957,2250,619,1.2927,<1H OCEAN,317439
-123.523,34.1809,1,13923,3728,8627,3717,14.3214,<1H OCEAN,500000
-120.2315,36.1197,12,8466,1156,2829,1004,11.1446,NEAR OCEAN,500000
-122.5766,40.0836,39,494,119,87,35,12.1993,<1H OCEAN,500000
-117.2476,36.2357,4,8412,1094,4470,1220,14.7328,NEAR OCEAN,500000
-120.8129,39.6072,42,11634,2805,5837,2542,14.0428,INLAND,500000
-114.3793,33.7296,13,9430,2562,4233,1753,11.3168,INLAND,500000
-117.7993,39.8141,34,5530,1060,2184,644,10.7158,<1H OCEAN,500000
-115.9442,34.7772,42,4855,1038,806,342,5.7159,INLAND,385325
-122.9956,38.9175,21,1309,251,605,183,2.4562,INLAND,191778
-115.5402,37.8683,22,13660,2378,4895,1424,9.0321,<1H OCEAN,500000
-114.9194,41.284,4,3971,1050,1707,516,9.0675,NEAR OCEAN,500000
-119.3722,36.1908,18,8763,1480,3195,1380,14.3313,INLAND,500000
-118.1541,33.172,5,6323,1581,4002,1733,7.196,<1H OCEAN,491202
-116.5336,32.7301,19,7847,1232,3547,1120,10.6713,NEAR OCEAN,500000
-122.5631,40.3225,2,13305,2194,6980,2729,9.0496,<1H OCEAN,500000
-119.2138,37.4825,12,1374,248,849,326,3.4746,INLAND,286613
-120.2757,39.8373,17,1364,308,608,250,9.2889,INLAND,492987
-122.8541,34.7536,10,9484,1913,1479,457,8.5616,<1H OCEAN,480969
-120.5938,35.7938,34,9675,2458,1617,569,7.9147,INLAND,450807
-123.6533,32.833,6,10403,1648,5213,1999,8.1879,INLAND,481084
-124.0862,41.588,8,9237,1126,2674,682,3.2958,INLAND,327594
-122.9686,38.828,51,10383,2697,4565,1485,7.4887,<1H OCEAN,500000
-114.507,41.3221,11,8912,2387,2238,870,9.4791,<1H OCEAN,500000
-118.7338,35.0457,12,4666,609,1330,399,7.8523,<1H OCEAN,468546
-114.4793,38.2978,9,5738,1319,2308,1019,7.8416,NEAR BAY,500000
-119.9299,38.9279,2,12588,2367,8028,2055,2.0852,<1H OCEAN,359198
-121.1632,35.535,8,13148,3456,6023,2659,3.6708,INLAND,370912
-119.1772,40.5222,11,14169,3930,8757,2568,5.4936,NEAR OCEAN,483912
-119.8582,41.4533,36,7311,1997,4603,1195,6.8709,NEAR OCEAN,500000
-123.2701,40.8676,10,8634,2243,2193,676,9.3151,NEAR OCEAN,500000
-117.8008,39.4972,21,3000,505,916,373,13.0868,NEAR BAY,500000
-122.1421,35.1582,20,4807,1279,2571,1029,3.2283,INLAND,229611
-118.0178,35.1972,48,11288,2438,6585,1921,1.2112,<1H OCEAN,389144
-117.7049,41.6056,8,10994,1423,4503,1302,7.2893,<1H OCEAN,500000
-122.7963,32.6467,36,7462,1509,4825,1826,7.0494,<1H OCEAN,470161
-123.723,39.2809,29,10665,3088,1661,567,8.7266,INLAND,468920
-116.3706,39.1887,42,1741,487,521,212,12.6651,<1H OCEAN,500000
-119.6508,38.4033,12,14749,2041,6807,1734,12.233,INLAND,500000
-123.7556,41.857,14,2965,752,1140,424,2.4006,<1H OCEAN,300124
-114.1825,35.4817,48,10506,2784,2188,866,14.0759,<1H OCEAN,500000
-123.7595,35.7457,50,4691,792,1566,702,2.5458,INLAND,287530
-117.2467,33.292,21,13099,2683,2131,822,9.884,<1H OCEAN,500000
-114.2968,36.7123,22,3283,814,1547,458,10.4137,INLAND,500000
-121.9056,35.0039,21,5556,1105,3313,899,10.5183,ISLAND,500000
-122.8962,35.7778,44,2057,288,1218,460,4.7149,NEAR OCEAN,431385
-123.1094,40.395,50,969,239,484,171,5.6248,<1H OCEAN,447407
-121.2505,41.3436,30,1622,460,621,266,8.6815,NEAR BAY,500000
-123.3173,34.2959,39,8798,2089,3572,1412,3.7942,<1H OCEAN,392115
-117.2761,36.0516,20,3172,822,692,243,1.2843,INLAND,265739
-123.7134,41.2791,24,2072,382,664,219,8.87,<1H OCEAN,500000
-119.1437,33.131,23,5799,887,1414,467,7.5139,<1H OCEAN,476276
-114.1638,33.4182,7,11086,2612,6214,1834,10.1942,NEAR BAY,500000
-116.0312,34.0802,9,2469,441,1499,379,3.0538,INLAND,239206
-118.0625,38.145,1,5475,1504,2291,836,12.7729,NEAR OCEAN,500000
-121.2201,33.9644,26,4949,703,2543,743,3.0471,INLAND,356795
-117.9738,41.6499,38,6771,1340,1426,415,13.4788,NEAR OCEAN,500000
-118.9636,36.7491,38,9573,1832,4348,1196,7.2933,NEAR BAY,500000
-119.9954,37.2643,44,5272,1522,2643,760,8.6973,INLAND,480557
-123.0141,34.8686,22,9831,1450,3700,948,13.5521,INLAND,500000
-115.2889,36.977,44,11445,1393,3108,1196,5.1988,INLAND,391052
-119.7532,38.772,10,14906,2427,8774,2897,3.5456,NEAR BAY,498464
-122.361,39.6111,6,5663,1515,2952,1069,7.2405,<1H OCEAN,447567
-120.5915,39.6364,17,11725,1848,7034,2654,4.4211,INLAND,347985
-120.1176,37.9822,51,7650,1249,4277,1901,8.3898,<1H OCEAN,500000
-115.8926,41.051,50,11289,1618,7283,1920,4.8536,<1H OCEAN,492959
-116.8525,40.2336,38,11295,2809,2779,927,13.1029,<1H OCEAN,500000
-116.4877,39.6663,24,8620,1141,1666,498,9.5025,INLAND,500000
-124.2373,33.0727,51,4159,747,1324,457,1.0034,NEAR OCEAN,386194
-120.0969,32.6147,10,14815,2531,3177,1379,12.2766,INLAND,500000
-119.4307,34.547,8,10285,2261,4232,1670,5.623,INLAND,420756
-124.1539,38.7871,21,1513,380,705,269,5.4829,INLAND,372744
-121.6947,36.4153,6,8047,1737,3533,1195,6.3629,INLAND,385262
-116.5798,36.3326,21,1270,365,355,136,9.8237,NEAR BAY,500000
-122.9487,40.8651,39,9366,2727,5660,1451,7.1888,INLAND,432505
-118.8791,40.9683,24,10130,1874,1626,597,9.8009,<1H OCEAN,500000
-122.1506,41.0962,33,3485,906,1129,407,3.0549,<1H OCEAN,327104
-124.2261,35.5005,18,9149,2314,4661,1488,14.5823,NEAR OCEAN,500000
-121.8849,39.0459,28,3295,925,1757,510,11.2145,NEAR BAY,500000
-114.3766,35.1034,52,520,104,186,76,4.5029,<1H OCEAN,453521
-116.1583,34.3417,32,2521,543,399,104,11.1384,<1H OCEAN,500000
-114.5431,34.2855,12,755,147,346,91,9.0504,INLAND,435218
-119.3641,35.7658,48,5139,1403,932,315,2.5286,INLAND,309320
-123.2285,36.5916,42,5632,908,1148,344,3.4947,INLAND,323599
-118.7499,40.3609,27,1586,258,753,300,1.5783,NEAR BAY,370722
-119.7063,33.677,10,4963,928,1519,572,12.3293,NEAR OCEAN,500000
-115.7207,39.4583,46,11439,1846,3706,1499,8.7239,NEAR OCEAN,500000
-123.3476,37.5457,52,10819,2390,4256,1340,5.4345,INLAND,439898
-119.3602,35.2567,42,7054,1017,4509,1795,2.7688,<1H OCEAN,348072
-122.8165,37.1825,32,14430,2563,9130,3857,7.7766,INLAND,455186
-121.0318,35.3695,42,10396,2956,3723,1187,8.3537,INLAND,459124
-116.8142,38.1532,26,10322,1998,2918,927,10.8273,<1H OCEAN,500000
-119.4851,36.6281,25,7837,1995,2361,1015,14.5791,<1H OCEAN,500000
-120.5084,34.0954,11,5041,707,1433,372,7.0892,INLAND,419107
-120.3185,33.6459,23,13162,2165,5477,1752,6.6845,INLAND,415867
-119.6545,37.6889,34,10555,2800,4785,1309,6.179,INLAND,448285
-116.3271,41.0327,52,13553,3487,5345,1367,12.5769,<1H OCEAN,500000
-115.2329,35.7832,40,4067,770,1439,392,3.1884,INLAND,321254
-114.5865,39.4402,23,10818,3156,2765,929,5.8134,<1H OCEAN,500000
-116.3078,38.7414,29,3993,1133,1562,605,11.1496,INLAND,500000
-121.1265,41.3066,31,7573,2220,2427,747,1.2197,INLAND,281571
-117.3173,40.2672,7,2713,534,1141,479,5.0513,NEAR OCEAN,372954
-119.8777,37.8761,40,4003,622,1951,658,9.9803,NEAR OCEAN,500000
-121.7473,38.7261,33,2527,588,1179,523,3.6033,INLAND,318846
-115.7563,40.9948,21,9009,2191,3434,1513,5.2379,INLAND,409375
-123.9573,36.3055,2,2365,337,1012,409,7.8046,INLAND,416668
-115.134,35.6219,18,3508,917,1025,447,6.9083,<1H OCEAN,494849
-119.6337,32.6516,47,6652,819,1078,421,2.4844,INLAND,300841
-117.8378,40.3196,33,8267,1710,3823,1640,14.1353,INLAND,500000
-117.6114,40.0792,37,7842,1408,2166,643,1.6201,INLAND,285660
